Permit_Type,Project,Project_Valuation,Total_SQFT,PSFEE,PAFEE,UTFEE,CDFEE,TotalFeeInvoiced,GeoCluster
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
MECHANICAL,COMMERCIAL,0.0,0,0,0,0.0,50.25,50.25,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,95.0,95.0,3
ACCESSORY,RESIDENTIAL,25000.0,0,0,0,0.0,205.03,205.03,0
PLUMBING,COMMERCIAL,0.0,0,0,0,3.0,60.75,63.75,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,42.75,42.75,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,16.5,87.75,104.25,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,3
PLUMBING,COMMERCIAL,0.0,0,0,0,4.5,30.75,35.25,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
NEW,COMMERCIAL,362000.0,0,0,10400,19918.0,1203.29,11603.29,0
PLUMBING,COMMERCIAL,0.0,0,0,0,16.5,87.75,104.25,0
ACCESSORY,RESIDENTIAL,4500.0,0,0,0,0.0,57.21,57.21,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,30.75,35.25,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,0
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,391.25,391.25,4
ALTERATION,COMMERCIAL,92300.0,0,0,0,0.0,618.95,618.95,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,72.75,86.25,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,60.0,60.0,3
RE-ROOF,RESIDENTIAL,4739.0,0,0,0,0.0,57.21,57.21,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,108.75,122.25,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ACCESSORY,RESIDENTIAL,17984.0,0,0,0,0.0,133.79,133.79,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,30.75,30.75,2
RE-ROOF,RESIDENTIAL,12456.0,0,0,0,0.0,104.34,104.34,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,48.25,48.25,2
NEW,RESIDENTIAL,203818.0,1966,712,0,3138.0,393.2,4243.2,5
NEW,RESIDENTIAL,183990.0,2066,712,2600,1358.0,413.2,5083.2,1
NEW,RESIDENTIAL,193516.0,1916,712,2600,1358.0,483.2,5153.2,1
NEW,RESIDENTIAL,233815.0,2315,835,2600,1358.0,563.0,5356.0,1
NEW,RESIDENTIAL,208666.0,2066,712,2600,1358.0,513.2,5183.2,1
NEW,RESIDENTIAL,178063.0,1763,712,2600,1358.0,352.6,5022.6,1
NEW,RESIDENTIAL,217554.0,2154,835,2600,1358.0,680.65,5473.65,1
NEW,RESIDENTIAL,178063.0,1763,712,2600,1358.0,452.6,5122.6,1
NEW,RESIDENTIAL,172990.0,1763,712,2600,1358.0,352.6,5022.6,1
NEW,RESIDENTIAL,208666.0,2066,712,2600,1358.0,413.2,5083.2,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,3
NEW,RESIDENTIAL,208666.0,2066,712,2600,1358.0,413.2,5083.2,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
ADDITION,RESIDENTIAL,3000.0,1600,0,0,0.0,60.0,60.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,64.75,64.75,5
NEW,RESIDENTIAL,221291.0,2191,835,2600,1358.0,538.2,5331.2,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,0
NEW,RESIDENTIAL,233815.0,2315,835,2600,1358.0,463.0,5256.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
NEW,RESIDENTIAL,209575.0,2075,712,2600,1358.0,415.0,5085.0,0
ADDITION,RESIDENTIAL,7000.0,1560,0,0,0.0,93.58,93.58,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,52.75,52.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,52.75,52.75,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,145.0,145.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,145.0,145.0,5
PERMIT,FENCES AND WALLS,650.0,0,0,0,0.0,32.15,32.15,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,0
NEW,RESIDENTIAL,258459.0,2559,887,2600,1358.0,511.8,5356.8,0
NEW,RESIDENTIAL,233815.0,2315,835,2600,1358.0,463.0,5256.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,35.25,35.25,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,3
ALTERATION,RESIDENTIAL,1762.0,0,0,0,0.0,87.82,10.98,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,3.0,30.75,33.75,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,35.25,35.25,5
ACCESSORY,RESIDENTIAL,10000.0,0,0,0,0.0,86.67,86.67,3
NEW,RESIDENTIAL,269900.0,2120,835,2600,3138.0,424.0,6997.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,1
POOL,RESIDENTIAL,2000.0,0,0,0,0.0,46.05,46.05,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,145.0,145.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,95.0,95.0,4
RE-ROOF,COMMERCIAL,2500.0,0,0,0,0.0,90.88,11.36,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,60.0,60.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,2
INSTALLATION,MOBILE HOME,0.0,0,0,0,0.0,70.0,70.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,60.0,60.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,10.5,33.75,44.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
RE-ROOF,RESIDENTIAL,13000.0,0,0,0,0.0,104.34,104.34,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,3.0,27.75,30.75,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ADDITION,RESIDENTIAL,30000.0,3320,0,0,0.0,120.0,120.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,12.0,63.75,75.75,3
RE-ROOF,RESIDENTIAL,6602.0,0,0,0,0.0,69.0,69.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
NEW,RESIDENTIAL,209474.0,2074,712,2600,3138.0,414.8,6864.8,5
NEW,RESIDENTIAL,189375.0,1875,712,2600,3138.0,375.0,6825.0,5
NEW,RESIDENTIAL,189375.0,1875,712,2600,3138.0,375.0,6825.0,5
NEW,RESIDENTIAL,209474.0,2074,712,2600,3138.0,414.8,6864.8,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
RE-ROOF,RESIDENTIAL,11329.0,0,0,0,0.0,98.45,98.45,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,33.75,38.25,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,32.25,32.25,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,60.0,60.0,0
POOL,RESIDENTIAL,82859.0,0,0,0,0.0,407.96,407.96,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,90.0,90.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,145.0,145.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,75.25,75.25,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,3
NEW,RESIDENTIAL,275528.0,2728,887,2600,3138.0,545.6,7170.6,0
RE-ROOF,RESIDENTIAL,6000.0,0,0,0,0.0,63.11,63.11,3
NEW,RESIDENTIAL,179174.0,1874,712,2600,3138.0,354.8,6804.8,1
FIRE ALARM,COMMERCIAL,10989.0,0,0,0,0.0,320.0,320.0,2
NEW,RESIDENTIAL,175000.0,1540,552,2600,1358.0,308.0,4818.0,0
NEW,RESIDENTIAL,175000.0,1540,552,2600,1358.0,308.0,4818.0,0
RE-ROOF,COMMERCIAL,6500.0,0,0,0,0.0,69.0,69.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
NEW,RESIDENTIAL,175000.0,1540,552,2600,1358.0,308.0,4818.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
RE-ROOF,RESIDENTIAL,10324.0,0,0,0,0.0,92.56,92.56,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,226.25,226.25,3
NEW,COMMERCIAL,10000.0,0,0,0,0.0,86.67,86.67,3
RE-ROOF,RESIDENTIAL,12800.0,0,0,0,0.0,104.34,104.34,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,90.0,90.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,63.75,77.25,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,75.75,89.25,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,95.75,95.75,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,78.75,92.25,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,3
RE-ROOF,RESIDENTIAL,17330.0,0,0,0,0.0,133.79,133.79,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,7.5,27.75,35.25,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,7.5,27.75,35.25,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,7.5,27.75,35.25,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,1
ALTERATION,COMMERCIAL,4000.0,0,0,0,0.0,51.33,51.33,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,2
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,420.0,420.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,7.5,27.75,35.25,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ADDITION,RESIDENTIAL,2900.0,3150,0,0,0.0,45.44,45.44,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,69.75,83.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,84.75,98.25,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,155.0,155.0,3
NEW,RESIDENTIAL,296536.0,2936,887,0,3138.0,587.2,4612.2,5
POOL,RESIDENTIAL,50000.0,0,0,0,0.0,290.11,290.11,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,35.25,35.25,3
NEW,RESIDENTIAL,257348.0,2548,887,2600,1358.0,539.6,5384.6,0
NEW,RESIDENTIAL,153520.0,1520,552,2600,3138.0,304.0,6594.0,3
PLUMBING,COMMERCIAL,0.0,0,0,0,16.5,66.75,83.25,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,2
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,2
POOL,RESIDENTIAL,67516.0,0,0,0,0.0,349.16,349.16,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,2
NEW,RESIDENTIAL,326230.0,2315,835,2600,3138.0,463.0,7036.0,0
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,325.0,325.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,2
NEW,RESIDENTIAL,275000.0,2613,887,2600,1358.0,522.6,5367.6,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
MECHANICAL,COMMERCIAL,0.0,0,0,0,10.5,139.25,149.75,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,105.0,105.0,5
RE-ROOF,RESIDENTIAL,9748.0,0,0,0,0.0,86.67,86.67,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,5
RE-ROOF,RESIDENTIAL,19756.0,0,0,0,0.0,145.57,145.57,3
POOL,RESIDENTIAL,59136.0,0,0,0,0.0,317.8,317.8,1
PLUMBING,COMMERCIAL,0.0,0,0,0,3.0,669.75,672.75,4
RE-ROOF,RESIDENTIAL,8706.0,0,0,0,0.0,80.79,80.79,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,4
NEW,RESIDENTIAL,272296.0,2696,887,2600,1358.0,539.2,5384.2,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
PLUMBING,COMMERCIAL,0.0,0,0,0,4.5,27.75,32.25,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,16.5,57.75,74.25,0
ALTERATION,COMMERCIAL,5500.0,0,0,0,0.0,163.11,163.11,3
INSTALLATION,MOBILE HOME,0.0,0,0,0,0.0,70.0,70.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,75.75,89.25,5
PLUMBING,COMMERCIAL,0.0,0,0,0,16.5,114.75,131.25,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,75.75,89.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
NEW,RESIDENTIAL,251490.0,2490,835,2600,1358.0,498.0,5291.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,42.75,42.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,5
SPECIAL SYSTEMS,COMMERCIAL,4500.0,0,0,0,0.0,80.0,80.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
RE-ROOF,RESIDENTIAL,13650.0,0,0,0,0.0,116.12,116.12,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,3
ACCESSORY,RESIDENTIAL,20000.0,0,0,0,0.0,145.57,145.57,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,90.0,90.0,3
RE-ROOF,RESIDENTIAL,3900.0,0,0,0,0.0,57.22,57.22,3
NEW,RESIDENTIAL,214423.0,2123,712,2600,1358.0,524.6,5194.6,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,49.75,49.75,4
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,125.0,125.0,1
ACCESSORY,RESIDENTIAL,25000.0,0,0,0,0.0,175.03,175.03,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,105.0,105.0,4
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,125.0,125.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,9.0,51.75,60.75,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,9.0,51.75,60.75,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,9.0,51.75,60.75,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,3.0,30.75,33.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,0
